Freq.	V(out)
6.10503683584235e+001	(-1.09747219632946e+001dB,1.22271487505005e+002°)
6.14750072515217e+001	(-1.09017518733558e+001dB,1.21823391373129e+002°)
6.19025997416968e+001	(-1.08290844717778e+001dB,1.21376121886355e+002°)
6.23331663728412e+001	(-1.07567189256864e+001dB,1.20929677505994e+002°)
6.27667278317413e+001	(-1.06846544118559e+001dB,1.20484056651839e+002°)
6.32033049490714e+001	(-1.06128901168519e+001dB,1.20039257703612e+002°)
6.36429187003948e+001	(-1.05414252371690e+001dB,1.19595279002448e+002°)
6.40855902071710e+001	(-1.04702589793644e+001dB,1.19152118852398e+002°)
6.45313407377714e+001	(-1.03993905601858e+001dB,1.18709775521963e+002°)
6.49801917085001e+001	(-1.03288192066946e+001dB,1.18268247245656e+002°)
6.54321646846238e+001	(-1.02585441563835e+001dB,1.17827532225586e+002°)
6.58872813814072e+001	(-1.01885646572889e+001dB,1.17387628633062e+002°)
6.63455636651567e+001	(-1.01188799680980e+001dB,1.16948534610231e+002°)
6.68070335542709e+001	(-1.00494893582501e+001dB,1.16510248271730e+002°)
6.72717132202985e+001	(-9.98039210803201e+000dB,1.16072767706360e+002°)
6.77396249890036e+001	(-9.91158750866802e+000dB,1.15636090978784e+002°)
6.82107913414379e+001	(-9.84307486240397e+000dB,1.15200216131244e+002°)
6.86852349150217e+001	(-9.77485348258500e+000dB,1.14765141185292e+002°)
6.91629785046307e+001	(-9.70692269372751e+000dB,1.14330864143545e+002°)
6.96440450636914e+001	(-9.63928183158491e+000dB,1.13897382991450e+002°)
7.01284577052843e+001	(-9.57193024320699e+000dB,1.13464695699072e+002°)
7.06162397032539e+001	(-9.50486728699319e+000dB,1.13032800222887e+002°)
7.11074144933271e+001	(-9.43809233273924e+000dB,1.12601694507598e+002°)
7.16020056742393e+001	(-9.37160476167765e+000dB,1.12171376487957e+002°)
7.21000370088680e+001	(-9.30540396651126e+000dB,1.11741844090601e+002°)
7.26015324253744e+001	(-9.23948935144061e+000dB,1.11313095235893e+002°)
7.31065160183536e+001	(-9.17386033218442e+000dB,1.10885127839784e+002°)
7.36150120499916e+001	(-9.10851633599352e+000dB,1.10457939815667e+002°)
7.41270449512313e+001	(-9.04345680165791e+000dB,1.10031529076252e+002°)
7.46426393229462e+001	(-8.97868117950714e+000dB,1.09605893535435e+002°)
7.51618199371226e+001	(-8.91418893140404e+000dB,1.09181031110181e+002°)
7.56846117380493e+001	(-8.84997953073107e+000dB,1.08756939722406e+002°)
7.62110398435167e+001	(-8.78605246237043e+000dB,1.08333617300859e+002°)
7.67411295460228e+001	(-8.72240722267689e+000dB,1.07911061783009e+002°)
7.72749063139893e+001	(-8.65904331944379e+000dB,1.07489271116929e+002°)
7.78123957929846e+001	(-8.59596027186203e+000dB,1.07068243263185e+002°)
7.83536238069559e+001	(-8.53315761047242e+000dB,1.06647976196708e+002°)
7.88986163594705e+001	(-8.47063487711057e+000dB,1.06228467908683e+002°)
7.94473996349646e+001	(-8.40839162484529e+000dB,1.05809716408411e+002°)
8.00000000000018e+001	(-8.34642741790984e+000dB,1.05391719725187e+002°)
8.05564440045393e+001	(-8.28474183162615e+000dB,1.04974475910149e+002°)
8.11167583832042e+001	(-8.22333445232233e+000dB,1.04557983038137e+002°)
8.16809700565773e+001	(-8.16220487724313e+000dB,1.04142239209533e+002°)
8.22491061324872e+001	(-8.10135271445345e+000dB,1.03727242552090e+002°)
8.28211939073121e+001	(-8.04077758273516e+000dB,1.03312991222753e+002°)
8.33972608672916e+001	(-7.98047911147697e+000dB,1.02899483409463e+002°)
8.39773346898473e+001	(-7.92045694055745e+000dB,1.02486717332951e+002°)
8.45614432449124e+001	(-7.86071072022144e+000dB,1.02074691248515e+002°)
8.51496145962708e+001	(-7.80124011094968e+000dB,1.01663403447776e+002°)
8.57418770029054e+001	(-7.74204478332156e+000dB,1.01252852260422e+002°)
8.63382589203562e+001	(-7.68312441787178e+000dB,1.00843036055931e+002°)
8.69387890020867e+001	(-7.62447870493979e+000dB,1.00433953245275e+002°)
8.75434961008612e+001	(-7.56610734451331e+000dB,1.00025602282599e+002°)
8.81524092701309e+001	(-7.50801004606510e+000dB,9.96179816668813e+001°)
8.87655577654297e+001	(-7.45018652838342e+000dB,9.92110899435713e+001°)
8.93829710457797e+001	(-7.39263651939637e+000dB,9.88049257061979e+001°)
9.00046787751069e+001	(-7.33535975598982e+000dB,9.83994875979570e+001°)
9.06307108236660e+001	(-7.27835598381934e+000dB,9.79947743132695e+001°)
9.12610972694761e+001	(-7.22162495711614e+000dB,9.75907845993125e+001°)
9.18958683997650e+001	(-7.16516643848700e+000dB,9.71875172575214e+001°)
9.25350547124252e+001	(-7.10898019870840e+000dB,9.67849711450620e+001°)
9.31786869174787e+001	(-7.05306601651493e+000dB,9.63831451762711e+001°)
9.38267959385526e+001	(-6.99742367838213e+000dB,9.59820383240664e+001°)
9.44794129143647e+001	(-6.94205297830369e+000dB,9.55816496213219e+001°)
9.51365692002200e+001	(-6.88695371756338e+000dB,9.51819781622098e+001°)
9.57982963695166e+001	(-6.83212570450161e+000dB,9.47830231035079e+001°)
9.64646262152632e+001	(-6.77756875427699e+000dB,9.43847836658700e+001°)
9.71355907516061e+001	(-6.72328268862267e+000dB,9.39872591350607e+001°)
9.78112222153679e+001	(-6.66926733559794e+000dB,9.35904488631509e+001°)
9.84915530675957e+001	(-6.61552252933501e+000dB,9.31943522696759e+001°)
9.91766159951214e+001	(-6.56204810978124e+000dB,9.27989688427531e+001°)
9.98664439121314e+001	(-6.50884392243673e+000dB,9.24042981401592e+001°)
1.00561069961749e+002	(-6.45590981808785e+000dB,9.20103397903671e+001°)
1.01260527517625e+002	(-6.40324565253646e+000dB,9.16170934935391e+001°)
1.01964850185544e+002	(-6.35085128632500e+000dB,9.12245590224789e+001°)
1.02674071805035e+002	(-6.29872658445789e+000dB,9.08327362235385e+001°)
1.03388226451002e+002	(-6.24687141611933e+000dB,9.04416250174816e+001°)
1.04107348435357e+002	(-6.19528565438722e+000dB,9.00512254003019e+001°)
1.04831472308672e+002	(-6.14396917594411e+000dB,8.96615374439952e+001°)
1.05560632861834e+002	(-6.09292186078466e+000dB,8.92725612972851e+001°)
1.06294865127724e+002	(-6.04214359192032e+000dB,8.88842971863021e+001°)
1.07034204382892e+002	(-5.99163425508096e+000dB,8.84967454152146e+001°)
1.07778686149258e+002	(-5.94139373841419e+000dB,8.81099063668120e+001°)
1.08528346195817e+002	(-5.89142193218171e+000dB,8.77237805030388e+001°)
1.09283220540354e+002	(-5.84171872845391e+000dB,8.73383683654800e+001°)
1.10043345451182e+002	(-5.79228402080196e+000dB,8.69536705757955e+001°)
1.10808757448877e+002	(-5.74311770398834e+000dB,8.65696878361060e+001°)
1.11579493308035e+002	(-5.69421967365536e+000dB,8.61864209293273e+001°)
1.12355590059043e+002	(-5.64558982601240e+000dB,8.58038707194538e+001°)
1.13137084989851e+002	(-5.59722805752186e+000dB,8.54220381517910e+001°)
1.13924015647769e+002	(-5.54913426458368e+000dB,8.50409242531364e+001°)
1.14716419841269e+002	(-5.50130834321945e+000dB,8.46605301319081e+001°)
1.15514335641803e+002	(-5.45375018875538e+000dB,8.42808569782221e+001°)
