Freq.	V(out)
2.94853843458224e+001	(-1.22848595166600e+001dB,1.64231349593708e+002°)
2.96904714125813e+001	(-1.21744479357554e+001dB,1.63606601527973e+002°)
2.98969849726991e+001	(-1.20645239674703e+001dB,1.62981436611681e+002°)
3.01049349482217e+001	(-1.19550897227655e+001dB,1.62355856381074e+002°)
3.03143313302083e+001	(-1.18461473445189e+001dB,1.61729862705863e+002°)
3.05251841792116e+001	(-1.17376990064675e+001dB,1.61103457798002e+002°)
3.07375036257606e+001	(-1.16297469121032e+001dB,1.60476644220357e+002°)
3.09512998708482e+001	(-1.15222932935231e+001dB,1.59849424895249e+002°)
3.11665831864204e+001	(-1.14153404102338e+001dB,1.59221803112858e+002°)
3.13833639158704e+001	(-1.13088905479091e+001dB,1.58593782539496e+002°)
3.16016524745355e+001	(-1.12029460171019e+001dB,1.57965367225705e+002°)
3.18214593501972e+001	(-1.10975091519106e+001dB,1.57336561614209e+002°)
3.20427951035853e+001	(-1.09925823085993e+001dB,1.56707370547665e+002°)
3.22656703688855e+001	(-1.08881678641728e+001dB,1.56077799276247e+002°)
3.24900958542498e+001	(-1.07842682149068e+001dB,1.55447853465009e+002°)
3.27160823423117e+001	(-1.06808857748329e+001dB,1.54817539201049e+002°)
3.29436406907034e+001	(-1.05780229741798e+001dB,1.54186863000436e+002°)
3.31727818325781e+001	(-1.04756822577707e+001dB,1.53555831814911e+002°)
3.34035167771352e+001	(-1.03738660833778e+001dB,1.52924453038327e+002°)
3.36358566101490e+001	(-1.02725769200341e+001dB,1.52292734512839e+002°)
3.38698124945015e+001	(-1.01718172463042e+001dB,1.51660684534812e+002°)
3.41053956707187e+001	(-1.00715895485140e+001dB,1.51028311860445e+002°)
3.43426174575106e+001	(-9.97189631894086e+000dB,1.50395625711104e+002°)
3.45814892523151e+001	(-9.87274005396487e+000dB,1.49762635778332e+002°)
3.48220225318454e+001	(-9.77412325218292e+000dB,1.49129352228553e+002°)
3.50642288526419e+001	(-9.67604841248607e+000dB,1.48495785707425e+002°)
3.53081198516267e+001	(-9.57851803210196e+000dB,1.47861947343866e+002°)
3.55537072466633e+001	(-9.48153460460349e+000dB,1.47227848753708e+002°)
3.58010028371194e+001	(-9.38510061788554e+000dB,1.46593502042989e+002°)
3.60500185044337e+001	(-9.28921855211069e+000dB,1.45958919810867e+002°)
3.63007662126869e+001	(-9.19389087762615e+000dB,1.45324115152141e+002°)
3.65532580091765e+001	(-9.09912005285361e+000dB,1.44689101659369e+002°)
3.68075060249955e+001	(-9.00490852215325e+000dB,1.44053893424580e+002°)
3.70635224756154e+001	(-8.91125871366481e+000dB,1.43418505040560e+002°)
3.73213196614728e+001	(-8.81817303712667e+000dB,1.42782951601712e+002°)
3.75809099685610e+001	(-8.72565388167604e+000dB,1.42147248704468e+002°)
3.78423058690244e+001	(-8.63370361363147e+000dB,1.41511412447264e+002°)
3.81055199217581e+001	(-8.54232457426080e+000dB,1.40875459430047e+002°)
3.83705647730111e+001	(-8.45151907753628e+000dB,1.40239406753322e+002°)
3.86374531569944e+001	(-8.36128940787964e+000dB,1.39603272016733e+002°)
3.89061978964920e+001	(-8.27163781789924e+000dB,1.38967073317154e+002°)
3.91768119034777e+001	(-8.18256652612236e+000dB,1.38330829246308e+002°)
3.94493081797350e+001	(-8.09407771472480e+000dB,1.37694558887887e+002°)
3.97236998174820e+001	(-8.00617352726046e+000dB,1.37058281814185e+002°)
4.00000000000006e+001	(-7.91885606639429e+000dB,1.36422018082231e+002°)
4.02782220022694e+001	(-7.83212739164037e+000dB,1.35785788229417e+002°)
4.05583791916018e+001	(-7.74598951710909e+000dB,1.35149613268630e+002°)
4.08404850282884e+001	(-7.66044440926526e+000dB,1.34513514682873e+002°)
4.11245530662433e+001	(-7.57549398470095e+000dB,1.33877514419384e+002°)
4.14105969536557e+001	(-7.49114010792540e+000dB,1.33241634883248e+002°)
4.16986304336455e+001	(-7.40738458917541e+000dB,1.32605898930501e+002°)
4.19886673449234e+001	(-7.32422918224893e+000dB,1.31970329860739e+002°)
4.22807216224559e+001	(-7.24167558236493e+000dB,1.31334951409215e+002°)
4.25748072981351e+001	(-7.15972542405275e+000dB,1.30699787738453e+002°)
4.28709385014524e+001	(-7.07838027907378e+000dB,1.30064863429354e+002°)
4.31691294601778e+001	(-6.99764165437837e+000dB,1.29430203471830e+002°)
4.34693945010430e+001	(-6.91751099010144e+000dB,1.28795833254943e+002°)
4.37717480504303e+001	(-6.83798965759917e+000dB,1.28161778556582e+002°)
4.40762046350651e+001	(-6.75907895753018e+000dB,1.27528065532670e+002°)
4.43827788827145e+001	(-6.68078011798399e+000dB,1.26894720705908e+002°)
4.46914855228895e+001	(-6.60309429265939e+000dB,1.26261770954085e+002°)
4.50023393875531e+001	(-6.52602255909601e+000dB,1.25629243497941e+002°)
4.53153554118327e+001	(-6.44956591696155e+000dB,1.24997165888613e+002°)
4.56305486347377e+001	(-6.37372528639715e+000dB,1.24365565994664e+002°)
4.59479341998822e+001	(-6.29850150642424e+000dB,1.23734471988720e+002°)
4.62675273562123e+001	(-6.22389533341460e+000dB,1.23103912333719e+002°)
4.65893434587390e+001	(-6.14990743962658e+000dB,1.22473915768792e+002°)
4.69133979692759e+001	(-6.07653841180986e+000dB,1.21844511294796e+002°)
4.72397064571820e+001	(-6.00378874988060e+000dB,1.21215728159501e+002°)
4.75682846001096e+001	(-5.93165886566963e+000dB,1.20587595842475e+002°)
4.78991481847580e+001	(-5.86014908174549e+000dB,1.19960144039647e+002°)
4.82323131076312e+001	(-5.78925963031398e+000dB,1.19333402647614e+002°)
4.85677953758027e+001	(-5.71899065219675e+000dB,1.18707401747662e+002°)
4.89056111076836e+001	(-5.64934219588962e+000dB,1.18082171589561e+002°)
4.92457765337975e+001	(-5.58031421670316e+000dB,1.17457742575133e+002°)
4.95883079975603e+001	(-5.51190657598597e+000dB,1.16834145241620e+002°)
4.99332219560653e+001	(-5.44411904043272e+000dB,1.16211410244874e+002°)
5.02805349808740e+001	(-5.37695128147750e+000dB,1.15589568342388e+002°)
5.06302637588121e+001	(-5.31040287477369e+000dB,1.14968650376193e+002°)
5.09824250927714e+001	(-5.24447329976101e+000dB,1.14348687255649e+002°)
5.13370359025171e+001	(-5.17916193932049e+000dB,1.13729709940134e+002°)
5.16941132255006e+001	(-5.11446807951783e+000dB,1.13111749421678e+002°)
5.20536742176783e+001	(-5.05039090943521e+000dB,1.12494836707551e+002°)
5.24157361543355e+001	(-4.98692952109223e+000dB,1.11879002802822e+002°)
5.27803164309167e+001	(-4.92408290945544e+000dB,1.11264278692936e+002°)
5.31474325638614e+001	(-4.86184997253646e+000dB,1.10650695326306e+002°)
5.35171021914455e+001	(-4.80022951157874e+000dB,1.10038283596954e+002°)
5.38893430746286e+001	(-4.73922023133171e+000dB,1.09427074327235e+002°)
5.42641730979079e+001	(-4.67882074041249e+000dB,1.08817098250638e+002°)
5.46416102701768e+001	(-4.61902955175377e+000dB,1.08208385994722e+002°)
5.50216727255908e+001	(-4.55984508313711e+000dB,1.07600968064181e+002°)
5.54043787244380e+001	(-4.50126565781074e+000dB,1.06994874824071e+002°)
5.57897466540173e+001	(-4.44328950519014e+000dB,1.06390136483219e+002°)
5.61777950295209e+001	(-4.38591476164062e+000dB,1.05786783077842e+002°)
5.65685424949249e+001	(-4.32913947133980e+000dB,1.05184844455379e+002°)
5.69620078238839e+001	(-4.27296158721863e+000dB,1.04584350258574e+002°)
5.73582099206342e+001	(-4.21737897197919e+000dB,1.03985329909820e+002°)
5.77571678209009e+001	(-4.16238939918708e+000dB,1.03387812595780e+002°)
5.81589006928135e+001	(-4.10799055443667e+000dB,1.02791827252314e+002°)
5.85634278378261e+001	(-4.05418003658690e+000dB,1.02197402549717e+002°)
5.89707686916452e+001	(-4.00095535906531e+000dB,1.01604566878292e+002°)
5.93809428251631e+001	(-3.94831395123816e+000dB,1.01013348334268e+002°)
5.97939699453987e+001	(-3.89625315984416e+000dB,1.00423774706086e+002°)
6.02098698964438e+001	(-3.84477025048885e+000dB,9.98358734610629e+001°)
6.06286626604171e+001	(-3.79386240919781e+000dB,9.92496717324360e+001°)
6.10503683584235e+001	(-3.74352674402535e+000dB,9.86651963068228e+001°)
6.14750072515217e+001	(-3.69376028671618e+000dB,9.80824736120872e+001°)
6.19025997416968e+001	(-3.64455999441747e+000dB,9.75015297056322e+001°)
6.23331663728412e+001	(-3.59592275143798e+000dB,9.69223902631274e+001°)
6.27667278317413e+001	(-3.54784537105186e+000dB,9.63450805676792e+001°)
6.32033049490714e+001	(-3.50032459734400e+000dB,9.57696254994513e+001°)
6.36429187003948e+001	(-3.45335710709395e+000dB,9.51960495257430e+001°)
6.40855902071710e+001	(-3.40693951169542e+000dB,9.46243766915312e+001°)
6.45313407377714e+001	(-3.36106835910864e+000dB,9.40546306104807e+001°)
6.49801917085001e+001	(-3.31574013584235e+000dB,9.34868344564265e+001°)
6.54321646846238e+001	(-3.27095126896243e+000dB,9.29210109553332e+001°)
6.58872813814072e+001	(-3.22669812812463e+000dB,9.23571823777313e+001°)
6.63455636651567e+001	(-3.18297702762774e+000dB,9.17953705316328e+001°)
6.68070335542709e+001	(-3.13978422848502e+000dB,9.12355967559286e+001°)
6.72717132202985e+001	(-3.09711594051050e+000dB,9.06778819142630e+001°)
6.77396249890036e+001	(-3.05496832441747e+000dB,9.01222463893894e+001°)
6.82107913414379e+001	(-3.01333749392644e+000dB,8.95687100780014e+001°)
6.86852349150217e+001	(-2.97221951787951e+000dB,8.90172923860378e+001°)
6.91629785046307e+001	(-2.93161042235880e+000dB,8.84680122244589e+001°)
6.96440450636914e+001	(-2.89150619280603e+000dB,8.79208880054896e+001°)
7.01284577052843e+001	(-2.85190277614067e+000dB,8.73759376393229e+001°)
7.06162397032539e+001	(-2.81279608287422e+000dB,8.68331785312809e+001°)
7.11074144933271e+001	(-2.77418198921814e+000dB,8.62926275794250e+001°)
7.16020056742393e+001	(-2.73605633918294e+000dB,8.57543011726096e+001°)
7.21000370088680e+001	(-2.69841494666622e+000dB,8.52182151889720e+001°)
7.26015324253744e+001	(-2.66125359752723e+000dB,8.46843849948500e+001°)
7.31065160183536e+001	(-2.62456805164619e+000dB,8.41528254441199e+001°)
7.36150120499916e+001	(-2.58835404496577e+000dB,8.36235508779444e+001°)
7.41270449512313e+001	(-2.55260729151327e+000dB,8.30965751249231e+001°)
7.46426393229462e+001	(-2.51732348540095e+000dB,8.25719115016352e+001°)
7.51618199371226e+001	(-2.48249830280359e+000dB,8.20495728135628e+001°)
7.56846117380493e+001	(-2.44812740391052e+000dB,8.15295713563875e+001°)
7.62110398435167e+001	(-2.41420643485138e+000dB,8.10119189176467e+001°)
7.67411295460228e+001	(-2.38073102959358e+000dB,8.04966267787407e+001°)
7.72749063139893e+001	(-2.34769681180996e+000dB,7.99837057172778e+001°)
7.78123957929846e+001	(-2.31509939671569e+000dB,7.94731660097479e+001°)
7.83536238069559e+001	(-2.28293439287277e+000dB,7.89650174345109e+001°)
7.88986163594705e+001	(-2.25119740396114e+000dB,7.84592692750898e+001°)
7.94473996349646e+001	(-2.21988403051502e+000dB,7.79559303237564e+001°)
8.00000000000018e+001	(-2.18898987162411e+000dB,7.74550088853968e+001°)
8.05564440045393e+001	(-2.15851052659790e+000dB,7.69565127816461e+001°)
8.11167583832042e+001	(-2.12844159659304e+000dB,7.64604493552789e+001°)
8.16809700565773e+001	(-2.09877868620239e+000dB,7.59668254748447e+001°)
8.22491061324872e+001	(-2.06951740500558e+000dB,7.54756475395360e+001°)
8.28211939073121e+001	(-2.04065336908014e+000dB,7.49869214842765e+001°)
8.33972608672916e+001	(-2.01218220247304e+000dB,7.45006527850184e+001°)
8.39773346898473e+001	(-1.98409953863190e+000dB,7.40168464642365e+001°)
8.45614432449124e+001	(-1.95640102179561e+000dB,7.35355070966076e+001°)
8.51496145962708e+001	(-1.92908230834430e+000dB,7.30566388148636e+001°)
8.57418770029054e+001	(-1.90213906810810e+000dB,7.25802453158070e+001°)
8.63382589203562e+001	(-1.87556698563500e+000dB,7.21063298664778e+001°)
8.69387890020867e+001	(-1.84936176141716e+000dB,7.16348953104593e+001°)
8.75434961008612e+001	(-1.82351911307630e+000dB,7.11659440743147e+001°)
8.81524092701309e+001	(-1.79803477650773e+000dB,7.06994781741411e+001°)
8.87655577654297e+001	(-1.77290450698323e+000dB,7.02354992222316e+001°)
8.93829710457797e+001	(-1.74812408021346e+000dB,6.97740084338356e+001°)
9.00046787751069e+001	(-1.72368929336910e+000dB,6.93150066340071e+001°)
9.06307108236660e+001	(-1.69959596606202e+000dB,6.88584942645307e+001°)
9.12610972694761e+001	(-1.67583994128623e+000dB,6.84044713909161e+001°)
9.18958683997650e+001	(-1.65241708631911e+000dB,6.79529377094529e+001°)
9.25350547124252e+001	(-1.62932329358323e+000dB,6.75038925543151e+001°)
9.31786869174787e+001	(-1.60655448146942e+000dB,6.70573349047076e+001°)
9.38267959385526e+001	(-1.58410659512141e+000dB,6.66132633920464e+001°)
9.44794129143647e+001	(-1.56197560718254e+000dB,6.61716763071637e+001°)
9.51365692002200e+001	(-1.54015751850518e+000dB,6.57325716075308e+001°)
9.57982963695166e+001	(-1.51864835882334e+000dB,6.52959469244909e+001°)
9.64646262152632e+001	(-1.49744418738926e+000dB,6.48617995704945e+001°)
9.71355907516061e+001	(-1.47654109357424e+000dB,6.44301265463300e+001°)
9.78112222153679e+001	(-1.45593519743488e+000dB,6.40009245483444e+001°)
9.84915530675957e+001	(-1.43562265024483e+000dB,6.35741899756458e+001°)
9.91766159951214e+001	(-1.41559963499331e+000dB,6.31499189372823e+001°)
9.98664439121314e+001	(-1.39586236685056e+000dB,6.27281072593918e+001°)
1.00561069961749e+002	(-1.37640709360138e+000dB,6.23087504923172e+001°)
1.01260527517625e+002	(-1.35723009604729e+000dB,6.18918439176805e+001°)
1.01964850185544e+002	(-1.33832768837799e+000dB,6.14773825554124e+001°)
1.02674071805035e+002	(-1.31969621851303e+000dB,6.10653611707314e+001°)
1.03388226451002e+002	(-1.30133206841439e+000dB,6.06557742810690e+001°)
1.04107348435357e+002	(-1.28323165437070e+000dB,6.02486161629352e+001°)
1.04831472308672e+002	(-1.26539142725389e+000dB,5.98438808587224e+001°)
1.05560632861834e+002	(-1.24780787274897e+000dB,5.94415621834416e+001°)
1.06294865127724e+002	(-1.23047751155791e+000dB,5.90416537313902e+001°)
1.07034204382892e+002	(-1.21339689957822e+000dB,5.86441488827447e+001°)
1.07778686149258e+002	(-1.19656262805699e+000dB,5.82490408100789e+001°)
1.08528346195817e+002	(-1.17997132372116e+000dB,5.78563224848017e+001°)
1.09283220540354e+002	(-1.16361964888502e+000dB,5.74659866835144e+001°)
1.10043345451182e+002	(-1.14750430153530e+000dB,5.70780259942826e+001°)
1.10808757448877e+002	(-1.13162201539487e+000dB,5.66924328228235e+001°)
1.11579493308035e+002	(-1.11596955996585e+000dB,5.63091993986034e+001°)
1.12355590059043e+002	(-1.10054374055246e+000dB,5.59283177808465e+001°)
1.13137084989851e+002	(-1.08534139826500e+000dB,5.55497798644514e+001°)
1.13924015647769e+002	(-1.07035941000494e+000dB,5.51735773858146e+001°)
1.14716419841269e+002	(-1.05559468843238e+000dB,5.47997019285603e+001°)
1.15514335641803e+002	(-1.04104418191638e+000dB,5.44281449291739e+001°)
