Freq.	V(out)
1.72907446261574e+001	(-1.43488634050915e+001dB,-1.61164979570986e+002°)
1.74110112659226e+001	(-1.42070244629699e+001dB,-1.61854814651791e+002°)
1.75321144263208e+001	(-1.40656394748399e+001dB,-1.62545712775019e+002°)
1.76540599258132e+001	(-1.39247094370675e+001dB,-1.63237694034646e+002°)
1.77768536233315e+001	(-1.37842354719228e+001dB,-1.63930778809352e+002°)
1.79005014185596e+001	(-1.36442188304886e+001dB,-1.64624987741834e+002°)
1.80250092522167e+001	(-1.35046608955313e+001dB,-1.65320341717336e+002°)
1.81503831063433e+001	(-1.33655631843320e+001dB,-1.66016861841364e+002°)
1.82766290045881e+001	(-1.32269273514743e+001dB,-1.66714569416576e+002°)
1.84037530124976e+001	(-1.30887551915831e+001dB,-1.67413485918839e+002°)
1.85317612378075e+001	(-1.29510486420124e+001dB,-1.68113632972430e+002°)
1.86606598307363e+001	(-1.28138097854758e+001dB,-1.68815032324387e+002°)
1.87904549842804e+001	(-1.26770408526168e+001dB,-1.69517705817968e+002°)
1.89211529345120e+001	(-1.25407442245122e+001dB,-1.70221675365240e+002°)
1.90527599608789e+001	(-1.24049224351051e+001dB,-1.70926962918762e+002°)
1.91852823865054e+001	(-1.22695781735615e+001dB,-1.71633590442361e+002°)
1.93187265784970e+001	(-1.21347142865436e+001dB,-1.72341579880990e+002°)
1.94530989482458e+001	(-1.20003337803964e+001dB,-1.73050953129662e+002°)
1.95884059517387e+001	(-1.18664398232395e+001dB,-1.73761732001449e+002°)
1.97246540898673e+001	(-1.17330357469572e+001dB,-1.74473938194536e+002°)
1.98618499087409e+001	(-1.16001250490825e+001dB,-1.75187593258337e+002°)
2.00000000000001e+001	(-1.14677113945654e+001dB,-1.75902718558655e+002°)
2.01391110011345e+001	(-1.13357986174198e+001dB,-1.76619335241892e+002°)
2.02791895958007e+001	(-1.12043907222400e+001dB,-1.77337464198312e+002°)
2.04202425141440e+001	(-1.10734918855811e+001dB,-1.78057126024342e+002°)
2.05622765331215e+001	(-1.09431064571921e+001dB,-1.78778340983944e+002°)
2.07052984768277e+001	(-1.08132389610959e+001dB,-1.79501128969029e+002°)
2.08493152168226e+001	(-1.06838940965062e+001dB,1.79774490541044e+002°)
2.09943336724615e+001	(-1.05550767385727e+001dB,1.79048498520905e+002°)
2.11403608112278e+001	(-1.04267919389448e+001dB,1.78320876441502e+002°)
2.12874036490674e+001	(-1.02990449261453e+001dB,1.77591606313327e+002°)
2.14354692507260e+001	(-1.01718411057441e+001dB,1.76860670730505e+002°)
2.15845647300887e+001	(-1.00451860603212e+001dB,1.76128052915732e+002°)
2.17346972505213e+001	(-9.91908554921075e+000dB,1.75393736766026e+002°)
2.18858740252150e+001	(-9.79354550801395e+000dB,1.74657706899259e+002°)
2.20381023175324e+001	(-9.66857204787219e+000dB,1.73919948701448e+002°)
2.21913894413571e+001	(-9.54417145448916e+000dB,1.73180448374742e+002°)
2.23457427614446e+001	(-9.42035018689162e+000dB,1.72439192986086e+002°)
2.25011696937764e+001	(-9.29711487591833e+000dB,1.71696170516493e+002°)
2.26576777059162e+001	(-9.17447232242707e+000dB,1.70951369910879e+002°)
2.28152743173687e+001	(-9.05242949520859e+000dB,1.70204781128402e+002°)
2.29739670999409e+001	(-8.93099352859815e+000dB,1.69456395193239e+002°)
2.31337636781060e+001	(-8.81017171977329e+000dB,1.68706204245736e+002°)
2.32946717293693e+001	(-8.68997152572916e+000dB,1.67954201593846e+002°)
2.34566989846378e+001	(-8.57040055992055e+000dB,1.67200381764792e+002°)
2.36198532285908e+001	(-8.45146658856197e+000dB,1.66444740556846e+002°)
2.37841423000546e+001	(-8.33317752657631e+000dB,1.65687275091158e+002°)
2.39495740923788e+001	(-8.21554143318385e+000dB,1.64927983863519e+002°)
2.41161565538154e+001	(-8.09856650712304e+000dB,1.64166866795962e+002°)
2.42838976879012e+001	(-7.98226108149595e+000dB,1.63403925288092e+002°)
2.44528055538416e+001	(-7.86663361823130e+000dB,1.62639162268028e+002°)
2.46228882668986e+001	(-7.75169270215882e+000dB,1.61872582242847e+002°)
2.47941539987800e+001	(-7.63744703468977e+000dB,1.61104191348385e+002°)
2.49666109780325e+001	(-7.52390542709877e+000dB,1.60333997398284e+002°)
2.51402674904368e+001	(-7.41107679340389e+000dB,1.59562009932138e+002°)
2.53151318794059e+001	(-7.29897014284165e+000dB,1.58788240262602e+002°)
2.54912125463855e+001	(-7.18759457193633e+000dB,1.58012701521308e+002°)
2.56685179512583e+001	(-7.07695925616259e+000dB,1.57235408703456e+002°)
2.58470566127501e+001	(-6.96707344120294e+000dB,1.56456378710912e+002°)
2.60268371088389e+001	(-6.85794643380199e+000dB,1.55675630393653e+002°)
2.62078680771675e+001	(-6.74958759222105e+000dB,1.54893184589418e+002°)
2.63901582154582e+001	(-6.64200631629915e+000dB,1.54109064161374e+002°)
2.65737162819305e+001	(-6.53521203712576e+000dB,1.53323294033660e+002°)
2.67585510957225e+001	(-6.42921420633491e+000dB,1.52535901224620e+002°)
2.69446715373141e+001	(-6.32402228502980e+000dB,1.51746914877570e+002°)
2.71320865489537e+001	(-6.21964573234989e+000dB,1.50956366288929e+002°)
2.73208051350882e+001	(-6.11609399369387e+000dB,1.50164288933550e+002°)
2.75108363627952e+001	(-6.01337648861370e+000dB,1.49370718487078e+002°)
2.77021893622188e+001	(-5.91150259839673e+000dB,1.48575692845189e+002°)
2.78948733270084e+001	(-5.81048165335464e+000dB,1.47779252139527e+002°)
2.80888975147603e+001	(-5.71032291984014e+000dB,1.46981438750210e+002°)
2.82842712474622e+001	(-5.61103558701357e+000dB,1.46182297314740e+002°)
2.84810039119418e+001	(-5.51262875338423e+000dB,1.45381874733177e+002°)
2.86791049603169e+001	(-5.41511141315186e+000dB,1.44580220169440e+002°)
2.88785839104503e+001	(-5.31849244237689e+000dB,1.43777385048608e+002°)
2.90794503464066e+001	(-5.22278058500849e+000dB,1.42973423050112e+002°)
2.92817139189129e+001	(-5.12798443880193e+000dB,1.42168390096681e+002°)
2.94853843458224e+001	(-5.03411244115776e+000dB,1.41362344338982e+002°)
2.96904714125813e+001	(-4.94117285491741e+000dB,1.40555346135835e+002°)
2.98969849726991e+001	(-4.84917375415032e+000dB,1.39747458029950e+002°)
3.01049349482217e+001	(-4.75812300996996e+000dB,1.38938744719122e+002°)
3.03143313302083e+001	(-4.66802827641622e+000dB,1.38129273022833e+002°)
3.05251841792116e+001	(-4.57889697644331e+000dB,1.37319111844247e+002°)
3.07375036257606e+001	(-4.49073628805295e+000dB,1.36508332127562e+002°)
3.09512998708482e+001	(-4.40355313061289e+000dB,1.35697006810751e+002°)
3.11665831864204e+001	(-4.31735415140192e+000dB,1.34885210773689e+002°)
3.13833639158704e+001	(-4.23214571242218e+000dB,1.34073020781718e+002°)
3.16016524745355e+001	(-4.14793387751998e+000dB,1.33260515424704e+002°)
3.18214593501972e+001	(-4.06472439985627e+000dB,1.32447775051660e+002°)
3.20427951035853e+001	(-3.98252270976714e+000dB,1.31634881701031e+002°)
3.22656703688855e+001	(-3.90133390305476e+000dB,1.30821919026750e+002°)
3.24900958542498e+001	(-3.82116272974772e+000dB,1.30008972220204e+002°)
3.27160823423117e+001	(-3.74201358336942e+000dB,1.29196127928245e+002°)
3.29436406907034e+001	(-3.66389049075134e+000dB,1.28383474167430e+002°)
3.31727818325781e+001	(-3.58679710242712e+000dB,1.27571100234659e+002°)
3.34035167771352e+001	(-3.51073668364107e+000dB,1.26759096614425e+002°)
3.36358566101490e+001	(-3.43571210600373e+000dB,1.25947554882880e+002°)
3.38698124945015e+001	(-3.36172583982413e+000dB,1.25136567608963e+002°)
3.41053956707187e+001	(-3.28877994714713e+000dB,1.24326228252828e+002°)
3.43426174575106e+001	(-3.21687607552084e+000dB,1.23516631061834e+002°)
3.45814892523151e+001	(-3.14601545251739e+000dB,1.22707870964370e+002°)
3.48220225318454e+001	(-3.07619888102674e+000dB,1.21900043461795e+002°)
3.50642288526419e+001	(-3.00742673534172e+000dB,1.21093244518790e+002°)
3.53081198516267e+001	(-2.93969895804757e+000dB,1.20287570452419e+002°)
3.55537072466633e+001	(-2.87301505772825e+000dB,1.19483117820205e+002°)
3.58010028371194e+001	(-2.80737410749714e+000dB,1.18679983307528e+002°)
3.60500185044337e+001	(-2.74277474435729e+000dB,1.17878263614677e+002°)
3.63007662126869e+001	(-2.67921516939299e+000dB,1.17078055343849e+002°)
3.65532580091765e+001	(-2.61669314879144e+000dB,1.16279454886426e+002°)
3.68075060249955e+001	(-2.55520601568915e+000dB,1.15482558310845e+002°)
3.70635224756154e+001	(-2.49475067283643e+000dB,1.14687461251366e+002°)
3.73213196614728e+001	(-2.43532359606744e+000dB,1.13894258798048e+002°)
3.75809099685610e+001	(-2.37692083856333e+000dB,1.13103045388238e+002°)
3.78423058690244e+001	(-2.31953803589003e+000dB,1.12313914699855e+002°)
3.81055199217581e+001	(-2.26317041179203e+000dB,1.11526959546763e+002°)
3.83705647730111e+001	(-2.20781278471851e+000dB,1.10742271776504e+002°)
3.86374531569944e+001	(-2.15345957505757e+000dB,1.09959942170640e+002°)
3.89061978964920e+001	(-2.10010481305004e+000dB,1.09180060347972e+002°)
3.91768119034777e+001	(-2.04774214735389e+000dB,1.08402714670848e+002°)
3.94493081797350e+001	(-1.99636485422663e+000dB,1.07627992154800e+002°)
3.97236998174820e+001	(-1.94596584729231e+000dB,1.06855978381688e+002°)
4.00000000000006e+001	(-1.89653768785766e+000dB,1.06086757416555e+002°)
4.02782220022694e+001	(-1.84807259574017e+000dB,1.05320411728362e+002°)
4.05583791916018e+001	(-1.80056246057059e+000dB,1.04557022114730e+002°)
4.08404850282884e+001	(-1.75399885353002e+000dB,1.03796667630855e+002°)
4.11245530662433e+001	(-1.70837303948221e+000dB,1.03039425522679e+002°)
4.14105969536557e+001	(-1.66367598946045e+000dB,1.02285371164430e+002°)
4.16986304336455e+001	(-1.61989839346788e+000dB,1.01534578000603e+002°)
4.19886673449234e+001	(-1.57703067355061e+000dB,1.00787117492439e+002°)
4.22807216224559e+001	(-1.53506299710260e+000dB,1.00043059068939e+002°)
4.25748072981351e+001	(-1.49398529036150e+000dB,9.93024700824439e+001°)
4.28709385014524e+001	(-1.45378725205515e+000dB,9.85654157687747e+001°)
4.31691294601778e+001	(-1.41445836715949e+000dB,9.78319592119308e+001°)
4.34693945010430e+001	(-1.37598792072863e+000dB,9.71021613133099e+001°)
4.37717480504303e+001	(-1.33836501175947e+000dB,9.63760807654109e+001°)
4.40762046350651e+001	(-1.30157856705402e+000dB,9.56537740299596e+001°)
4.43827788827145e+001	(-1.26561735504393e+000dB,9.49352953203860e+001°)
4.46914855228895e+001	(-1.23046999954313e+000dB,9.42206965885664e+001°)
4.50023393875531e+001	(-1.19612499339568e+000dB,9.35100275157353e+001°)
4.53153554118327e+001	(-1.16257071198795e+000dB,9.28033355074557e+001°)
4.56305486347377e+001	(-1.12979542659535e+000dB,9.21006656925321e+001°)
4.59479341998822e+001	(-1.09778731753607e+000dB,9.14020609257369e+001°)
4.62675273562123e+001	(-1.06653448710559e+000dB,9.07075617942143e+001°)
4.65893434587390e+001	(-1.03602497226779e+000dB,9.00172066274185e+001°)
4.69133979692759e+001	(-1.00624675708012e+000dB,8.93310315104382e+001°)
4.72397064571820e+001	(-9.77187784832461e-001dB,8.86490703005505e+001°)
4.75682846001096e+001	(-9.48835969880777e-001dB,8.79713546468470e+001°)
4.78991481847580e+001	(-9.21179209158570e-001dB,8.72979140127694e+001°)
4.82323131076312e+001	(-8.94205393351158e-001dB,8.66287757013896e+001°)
4.85677953758027e+001	(-8.67902417719609e-001dB,8.59639648832679e+001°)
4.89056111076836e+001	(-8.42258192562358e-001dB,8.53035046267219e+001°)
4.92457765337975e+001	(-8.17260653305250e-001dB,8.46474159303397e+001°)
4.95883079975603e+001	(-7.92897770211264e-001dB,8.39957177575686e+001°)
4.99332219560653e+001	(-7.69157557703944e-001dB,8.33484270732170e+001°)
5.02805349808740e+001	(-7.46028083299031e-001dB,8.27055588817026e+001°)
5.06302637588121e+001	(-7.23497476141052e-001dB,8.20671262668898e+001°)
5.09824250927714e+001	(-7.01553935142798e-001dB,8.14331404333543e+001°)
5.13370359025171e+001	(-6.80185736726743e-001dB,8.08036107489250e+001°)
5.16941132255006e+001	(-6.59381242169259e-001dB,8.01785447883496e+001°)
5.20536742176783e+001	(-6.39128904548540e-001dB,7.95579483779397e+001°)
5.24157361543355e+001	(-6.19417275300354e-001dB,7.89418256410529e+001°)
5.27803164309167e+001	(-6.00235010384200e-001dB,7.83301790442781e+001°)
5.31474325638614e+001	(-5.81570876065222e-001dB,7.77230094441886e+001°)
5.35171021914455e+001	(-5.63413754317956e-001dB,7.71203161345429e+001°)
5.38893430746286e+001	(-5.45752647857520e-001dB,7.65220968938075e+001°)
5.42641730979079e+001	(-5.28576684806185e-001dB,7.59283480328918e+001°)
5.46416102701768e+001	(-5.11875123003012e-001dB,7.53390644429841e+001°)
5.50216727255908e+001	(-4.95637353964734e-001dB,7.47542396433856e+001°)
5.54043787244380e+001	(-4.79852906507330e-001dB,7.41738658292470e+001°)
5.57897466540173e+001	(-4.64511450037078e-001dB,7.35979339191155e+001°)
5.61777950295209e+001	(-4.49602797521768e-001dB,7.30264336022070e+001°)
5.65685424949249e+001	(-4.35116908151049e-001dB,7.24593533853231e+001°)
5.69620078238839e+001	(-4.21043889697470e-001dB,7.18966806393402e+001°)
5.73582099206342e+001	(-4.07374000587818e-001dB,7.13384016452012e+001°)
5.77571678209009e+001	(-3.94097651696012e-001dB,7.07845016393462e+001°)
5.81589006928135e+001	(-3.81205407868432e-001dB,7.02349648585256e+001°)
5.85634278378261e+001	(-3.68687989192220e-001dB,6.96897745839417e+001°)
5.89707686916452e+001	(-3.56536272017821e-001dB,6.91489131846714e+001°)
5.93809428251631e+001	(-3.44741289746513e-001dB,6.86123621603261e+001°)
5.97939699453987e+001	(-3.33294233393773e-001dB,6.80801021829121e+001°)
6.02098698964438e+001	(-3.22186451939248e-001dB,6.75521131378552e+001°)
6.06286626604171e+001	(-3.11409452474116e-001dB,6.70283741641607e+001°)
6.10503683584235e+001	(-3.00954900155880e-001dB,6.65088636936829e+001°)
6.14750072515217e+001	(-2.90814617981685e-001dB,6.59935594894817e+001°)
6.19025997416968e+001	(-2.80980586389317e-001dB,6.54824386832482e+001°)
6.23331663728412e+001	(-2.71444942696638e-001dB,6.49754778117832e+001°)
6.27667278317413e+001	(-2.62199980388768e-001dB,6.44726528525184e+001°)
6.32033049490714e+001	(-2.53238148262410e-001dB,6.39739392580701e+001°)
6.36429187003948e+001	(-2.44552049436457e-001dB,6.34793119898204e+001°)
6.40855902071710e+001	(-2.36134440238312e-001dB,6.29887455505212e+001°)
6.45313407377714e+001	(-2.27978228973864e-001dB,6.25022140159225e+001°)
6.49801917085001e+001	(-2.20076474589749e-001dB,6.20196910654241e+001°)
6.54321646846238e+001	(-2.12422385236383e-001dB,6.15411500117555e+001°)
6.58872813814072e+001	(-2.05009316738784e-001dB,6.10665638296903e+001°)
6.63455636651567e+001	(-1.97830770983353e-001dB,6.05959051838002e+001°)
6.68070335542709e+001	(-1.90880394227455e-001dB,6.01291464552605e+001°)
6.72717132202985e+001	(-1.84151975338767e-001dB,5.96662597677148e+001°)
6.77396249890036e+001	(-1.77639443971080e-001dB,5.92072170122134e+001°)
6.82107913414379e+001	(-1.71336868682814e-001dB,5.87519898712369e+001°)
6.86852349150217e+001	(-1.65238455004385e-001dB,5.83005498418194e+001°)
6.91629785046307e+001	(-1.59338543460008e-001dB,5.78528682577872e+001°)
6.96440450636914e+001	(-1.53631607549635e-001dB,5.74089163111288e+001°)
7.01284577052843e+001	(-1.48112251695972e-001dB,5.69686650725124e+001°)
7.06162397032539e+001	(-1.42775209161886e-001dB,5.65320855109696e+001°)
7.11074144933271e+001	(-1.37615339942451e-001dB,5.60991485127626e+001°)
7.16020056742393e+001	(-1.32627628636497e-001dB,5.56698248994531e+001°)
7.21000370088680e+001	(-1.27807182301434e-001dB,5.52440854451928e+001°)
7.26015324253744e+001	(-1.23149228295703e-001dB,5.48219008932544e+001°)
7.31065160183536e+001	(-1.18649112112120e-001dB,5.44032419718215e+001°)
7.36150120499916e+001	(-1.14302295206135e-001dB,5.39880794090593e+001°)
7.41270449512313e+001	(-1.10104352821759e-001dB,5.35763839474829e+001°)
7.46426393229462e+001	(-1.06050971818498e-001dB,5.31681263576461e+001°)
7.51618199371226e+001	(-1.02137948502248e-001dB,5.27632774511678e+001°)
7.56846117380493e+001	(-9.83611864624737e-002dB,5.23618080931178e+001°)
7.62110398435167e+001	(-9.47166944185693e-002dB,5.19636892137796e+001°)
7.67411295460228e+001	(-9.12005840773526e-002dB,5.15688918198123e+001°)
7.72749063139893e+001	(-8.78090680041054e-002dB,5.11773870048278e+001°)
7.78123957929846e+001	(-8.45384575088018e-002dB,5.07891459594054e+001°)
7.83536238069559e+001	(-8.13851605499148e-002dB,5.04041399805604e+001°)
7.88986163594705e+001	(-7.83456796566092e-002dB,5.00223404806865e+001°)
7.94473996349646e+001	(-7.54166098718511e-002dB,4.96437189959902e+001°)
8.00000000000018e+001	(-7.25946367169100e-002dB,4.92682471944346e+001°)
8.05564440045393e+001	(-6.98765341792448e-002dB,4.88958968832109e+001°)
8.11167583832042e+001	(-6.72591627243221e-002dB,4.85266400157547e+001°)
8.16809700565773e+001	(-6.47394673329117e-002dB,4.81604486983239e+001°)
8.22491061324872e+001	(-6.23144755644536e-002dB,4.77972951961553e+001°)
8.28211939073121e+001	(-5.99812956473845e-002dB,4.74371519392156e+001°)
8.33972608672916e+001	(-5.77371145972262e-002dB,4.70799915275626e+001°)
8.39773346898473e+001	(-5.55791963630129e-002dB,4.67257867363325e+001°)
8.45614432449124e+001	(-5.35048800025559e-002dB,4.63745105203684e+001°)
8.51496145962708e+001	(-5.15115778871956e-002dB,4.60261360185040e+001°)
8.57418770029054e+001	(-4.95967739359994e-002dB,4.56806365575169e+001°)
8.63382589203562e+001	(-4.77580218804125e-002dB,4.53379856557667e+001°)
8.69387890020867e+001	(-4.59929435589557e-002dB,4.49981570265285e+001°)
8.75434961008612e+001	(-4.42992272424426e-002dB,4.46611245810383e+001°)
8.81524092701309e+001	(-4.26746259899507e-002dB,4.43268624312604e+001°)
8.87655577654297e+001	(-4.11169560353261e-002dB,4.39953448923896e+001°)
8.93829710457797e+001	(-3.96240952046193e-002dB,4.36665464851015e+001°)
9.00046787751069e+001	(-3.81939813640803e-002dB,4.33404419375601e+001°)
9.06307108236660e+001	(-3.68246108987855e-002dB,4.30170061871957e+001°)
9.12610972694761e+001	(-3.55140372219811e-002dB,4.26962143822632e+001°)
9.18958683997650e+001	(-3.42603693146654e-002dB,4.23780418831910e+001°)
9.25350547124252e+001	(-3.30617702954127e-002dB,4.20624642637301e+001°)
9.31786869174787e+001	(-3.19164560202837e-002dB,4.17494573119148e+001°)
9.38267959385526e+001	(-3.08226937125272e-002dB,4.14389970308425e+001°)
9.44794129143647e+001	(-2.97788006216844e-002dB,4.11310596392819e+001°)
9.51365692002200e+001	(-2.87831427120658e-002dB,4.08256215721195e+001°)
9.57982963695166e+001	(-2.78341333800005e-002dB,4.05226594806508e+001°)
9.64646262152632e+001	(-2.69302321999460e-002dB,4.02221502327268e+001°)
9.71355907516061e+001	(-2.60699436985021e-002dB,3.99240709127601e+001°)
9.78112222153679e+001	(-2.52518161565952e-002dB,3.96283988216015e+001°)
9.84915530675957e+001	(-2.44744404391538e-002dB,3.93351114762919e+001°)
9.91766159951214e+001	(-2.37364488516398e-002dB,3.90441866096972e+001°)
9.98664439121314e+001	(-2.30365140237888e-002dB,3.87556021700330e+001°)
1.00561069961749e+002	(-2.23733478192272e-002dB,3.84693363202844e+001°)
1.01260527517625e+002	(-2.17457002712460e-002dB,3.81853674375285e+001°)
1.01964850185544e+002	(-2.11523585440524e-002dB,3.79036741121641e+001°)
1.02674071805035e+002	(-2.05921459189057e-002dB,3.76242351470546e+001°)
1.03388226451002e+002	(-2.00639208051568e-002dB,3.73470295565895e+001°)
1.04107348435357e+002	(-1.95665757752384e-002dB,3.70720365656698e+001°)
1.04831472308672e+002	(-1.90990366235249e-002dB,3.67992356086215e+001°)
1.05560632861834e+002	(-1.86602614484876e-002dB,3.65286063280427e+001°)
1.06294865127724e+002	(-1.82492397576567e-002dB,3.62601285735885e+001°)
1.07034204382892e+002	(-1.78649915951797e-002dB,3.59937824006969e+001°)
1.07778686149258e+002	(-1.75065666911379e-002dB,3.57295480692624e+001°)
1.08528346195817e+002	(-1.71730436325390e-002dB,3.54674060422578e+001°)
1.09283220540354e+002	(-1.68635290554978e-002dB,3.52073369843111e+001°)
1.10043345451182e+002	(-1.65771568578345e-002dB,3.49493217602383e+001°)
1.10808757448877e+002	(-1.63130874322140e-002dB,3.46933414335383e+001°)
1.11579493308035e+002	(-1.60705069188753e-002dB,3.44393772648501e+001°)
1.12355590059043e+002	(-1.58486264777844e-002dB,3.41874107103782e+001°)
1.13137084989851e+002	(-1.56466815798845e-002dB,3.39374234202870e+001°)
1.13924015647769e+002	(-1.54639313166816e-002dB,3.36893972370679e+001°)
1.14716419841269e+002	(-1.52996577280513e-002dB,3.34433141938826e+001°)
1.15514335641803e+002	(-1.51531651478193e-002dB,3.31991565128826e+001°)
1.16317801385628e+002	(-1.50237795666569e-002dB,3.29569066035105e+001°)
